2023-03-24T21:00:06.1,0,"[['2.5077827', '11.268496', 'cam_142']]"
2023-03-24T21:00:06.1,1,"[['1.5739316', '10.638044', 'cam_142']]"
2023-03-24T21:00:06.1,2,"[['5.83503', '10.35634', 'cam_142']]"
2023-03-24T21:00:06.1,3,"[['8.830462', '3.7205513', 'cam_133']]"
2023-03-24T21:00:06.1,4,"[['2.308586', '2.7033632', 'cam_133'], ['5.949548', '5.857089', 'cam_133']]"
2023-03-24T21:00:06.2,0,"[['16.448694', '7.2417254', 'cam_141']]"
2023-03-24T21:00:06.3,0,"[['8.840867', '3.7289803', 'cam_133']]"
2023-03-24T21:00:06.3,1,"[['2.3436275', '2.681332', 'cam_133'], ['5.918557', '5.768519', 'cam_133']]"
2023-03-24T21:00:06.3,2,"[['2.0903542', '20.521679', 'cam_140']]"
2023-03-24T21:00:06.3,3,"[['4.905233', '12.837603', 'cam_140']]"
2023-03-24T21:00:06.4,0,"[['6.115857', '10.378415', 'cam_142']]"
2023-03-24T21:00:06.4,1,"[['2.5079632', '11.273026', 'cam_142']]"
2023-03-24T21:00:06.4,2,"[['1.6964345', '10.56442', 'cam_142']]"
2023-03-24T21:00:06.4,3,"[['1.717922', '10.562257', 'cam_142']]"
2023-03-24T21:00:06.4,4,"[['6.1221337', '10.382349', 'cam_142']]"
2023-03-24T21:00:06.4,5,"[['2.510893', '11.26951', 'cam_142']]"
2023-03-24T21:00:06.5,0,"[['1.7522987', '10.541641', 'cam_142']]"
2023-03-24T21:00:06.5,1,"[['6.162009', '10.356548', 'cam_142']]"
2023-03-24T21:00:06.5,2,"[['2.514811', '11.267221', 'cam_142']]"
2023-03-24T21:00:06.5,3,"[['5.9424067', '5.549937', 'cam_133'], ['2.2976305', '3.18507', 'cam_133']]"
2023-03-24T21:00:06.5,4,"[['8.86996', '-5.5679793', 'cam_133']]"
2023-03-24T21:00:06.5,5,"[['8.810895', '3.7498415', 'cam_133']]"
2023-03-24T21:00:06.6,0,"[['16.599686', '7.1283364', 'cam_141']]"
2023-03-24T21:00:06.6,1,"[['8.824209', '3.7379663', 'cam_133']]"
2023-03-24T21:00:06.6,2,"[['2.339257', '3.044736', 'cam_133'], ['5.9262013', '5.540028', 'cam_133']]"
2023-03-24T21:00:06.6,3,"[['8.89588', '-5.6766796', 'cam_133']]"
2023-03-24T21:00:06.7,0,"[['2.1553495', '20.364244', 'cam_140']]"
2023-03-24T21:00:06.8,0,"[['6.372109', '10.288139', 'cam_142']]"
2023-03-24T21:00:06.8,1,"[['2.532221', '11.279844', 'cam_142']]"
2023-03-24T21:00:06.9,0,"[['16.674421', '7.2431126', 'cam_141']]"
2023-03-24T21:00:06.9,1,"[['8.685082', '3.935136', 'cam_133']]"
2023-03-24T21:00:06.9,2,"[['2.3047645', '3.840684', 'cam_133'], ['5.9394813', '5.2485757', 'cam_133']]"
2023-03-24T21:00:06.9,3,"[['9.118012', '-7.018444', 'cam_133']]"
2023-03-24T21:00:07.0,0,"[['5.9191537', '5.1323953', 'cam_133'], ['2.3704674', '4.168108', 'cam_133']]"
2023-03-24T21:00:07.0,1,"[['8.868739', '-6.5121713', 'cam_133']]"
2023-03-24T21:00:07.0,2,"[['8.79678', '3.7457607', 'cam_133']]"
2023-03-24T21:00:07.1,0,"[['6.539518', '10.277861', 'cam_142']]"
2023-03-24T21:00:07.1,1,"[['2.5343344', '11.272079', 'cam_142']]"
2023-03-24T21:00:07.2,0,"[['2.370307', '19.1528', 'cam_149']]"
2023-03-24T21:00:07.2,1,"[['5.7455373', '7.494142', 'cam_149']]"
2023-03-24T21:00:07.2,2,"[['2.957939', '13.858613', 'cam_149']]"
2023-03-24T21:00:07.2,3,"[['10.509342', '26.7024', 'cam_149']]"
2023-03-24T21:00:07.3,0,"[['8.791853', '3.753069', 'cam_133']]"
2023-03-24T21:00:07.3,1,"[['2.482675', '4.7210755', 'cam_133']]"
2023-03-24T21:00:07.3,2,"[['8.999984', '-6.9049573', 'cam_133']]"
2023-03-24T21:00:07.3,3,"[['5.9047227', '5.093231', 'cam_133']]"
2023-03-24T21:00:07.4,0,"[['8.804924', '3.7438173', 'cam_133']]"
2023-03-24T21:00:07.4,1,"[['2.5101163', '4.7370753', 'cam_133']]"
2023-03-24T21:00:07.4,2,"[['9.035353', '-7.0119305', 'cam_133']]"
2023-03-24T21:00:07.4,3,"[['5.904999', '5.056642', 'cam_133']]"
2023-03-24T21:00:07.5,0,"[['2.158311', '20.396719', 'cam_140']]"
2023-03-24T21:00:07.5,1,"[['1.174642', '20.628126', 'cam_140']]"
2023-03-24T21:00:07.6,0,"[['2.3886867', '19.168873', 'cam_149']]"
2023-03-24T21:00:07.6,1,"[['3.0508432', '14.0272', 'cam_149']]"
2023-03-24T21:00:07.6,2,"[['5.2058253', '7.5683823', 'cam_149']]"
2023-03-24T21:00:07.6,3,"[['2.559201', '13.411263', 'cam_151']]"
2023-03-24T21:00:07.6,4,"[['3.435078', '13.260675', 'cam_151']]"
2023-03-24T21:00:07.7,0,"[['1.1844971', '20.685686', 'cam_140']]"
2023-03-24T21:00:07.7,1,"[['2.1612818', '20.393896', 'cam_140']]"
2023-03-24T21:00:07.8,0,"[['2.5535192', '13.40771', 'cam_151']]"
2023-03-24T21:00:07.8,1,"[['3.4362884', '13.259253', 'cam_151']]"
2023-03-24T21:00:07.9,0,"[['1.2398305', '20.45869', 'cam_140']]"
2023-03-24T21:00:07.9,1,"[['2.2052023', '20.232357', 'cam_140']]"
2023-03-24T21:00:08.0,0,"[['2.5359993', '13.400156', 'cam_151']]"
2023-03-24T21:00:08.0,1,"[['3.3797302', '13.281717', 'cam_151']]"
2023-03-24T21:00:08.0,2,"[['2.5356236', '13.391516', 'cam_151']]"
2023-03-24T21:00:08.0,3,"[['3.382026', '13.279975', 'cam_151']]"
2023-03-24T21:00:08.1,0,"[['2.5443714', '13.386543', 'cam_151']]"
2023-03-24T21:00:08.1,1,"[['3.3796537', '13.280699', 'cam_151']]"
2023-03-24T21:00:08.2,0,"[['3.4096582', '13.273069', 'cam_151']]"
2023-03-24T21:00:08.2,1,"[['2.5269291', '13.386896', 'cam_151']]"
2023-03-24T21:00:08.3,0,"[['1.2855116', '20.284407', 'cam_140']]"
2023-03-24T21:00:08.3,1,"[['2.1673808', '20.365358', 'cam_140']]"
2023-03-24T21:00:08.4,0,"[['8.129694', '7.722419', 'cam_145']]"
2023-03-24T21:00:08.4,1,"[['-84.39799', '119.33397', 'cam_145']]"
2023-03-24T21:00:08.5,0,"[['2.5224276', '13.385931', 'cam_151']]"
2023-03-24T21:00:08.5,1,"[['3.4045076', '13.27409', 'cam_151']]"
2023-03-24T21:00:08.6,0,"[['8.153567', '7.652011', 'cam_145'], ['8.114126', '7.6603804', 'cam_145']]"
2023-03-24T21:00:08.6,1,"[['-56.634014', '85.20657', 'cam_145']]"
2023-03-24T21:00:08.6,2,"[['-62.49825', '92.51916', 'cam_145']]"
2023-03-24T21:00:08.7,0,"[['-63.06683', '93.19204', 'cam_145']]"
2023-03-24T21:00:08.7,1,"[['8.095982', '7.6631713', 'cam_145']]"
2023-03-24T21:00:08.8,0,"[['7.4791665', '10.233933', 'cam_142']]"
